Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
0.150036	2	7	0	0	29.1533
0.150036	2	6	0	0	43.078
0.150036	2	5	0	0	24.9194
0.150036	2	4	0	0	30.4839
0.150036	2	3	0	0	22.8898
0.150036	2	2	0	0	22.7272
0.150036	2	1	0	0	35.2142
0.155036	2	8	0	0	16.9309
0.155036	2	9	0	0	6.09893
0.155036	2	10	0	0	10.227
0.155036	2	11	0	0	30.9432
0.155036	2	12	0	0	27.4495
0.155036	2	13	0	0	32.5291
0.155036	2	14	0	0	33.8275
0.155036	2	15	0	0	52.7817
0.155036	2	16	0	0	12.8905
0.155036	2	17	0	0	15.4876
0.155036	2	18	0	0	18.4815
0.155036	2	19	0	0	36.3042
0.155036	2	20	0	0	-4.05045
0.155036	2	7	0	0	29.1533
0.155036	2	6	0	0	43.078
0.155036	2	5	0	0	24.9194
0.155036	2	4	0	0	30.4839
0.155036	2	3	0	0	22.8898
0.155036	2	2	0	0	22.7272
0.155036	2	1	0	0	35.2142
0.160036	2	8	0	0	16.9309
0.160036	2	9	0	0	6.09893
0.160036	2	10	0	0	10.227
0.160036	2	11	0	0	30.9432
0.160036	2	12	0	0	27.4495
0.160036	2	13	0	0	32.5291
0.160036	2	14	0	0	33.8275
0.160036	2	15	0	0	52.7817
0.160036	2	16	0	0	12.8905
0.160036	2	17	0	0	15.4876
0.160036	2	18	0	0	18.4815
0.160036	2	19	0	0	36.3042
0.160036	2	20	0	0	-4.05045
0.160036	2	7	0	0	29.1533
0.160036	2	6	0	0	43.078
0.160036	2	5	0	0	24.9194
0.160036	2	4	0	0	30.4839
0.160036	2	3	0	0	22.8898
0.160036	2	2	0	0	22.7272
0.160036	2	1	0	0	35.2142
0.162536	2	8	0	0	16.9309
0.162536	2	9	0	0	6.09893
0.162536	2	10	0	0	10.227
0.162536	2	11	0	0	30.9432
0.162536	2	12	0	0	27.4495
0.162536	2	13	0	0	32.5291
0.162536	2	14	0	0	33.8275
0.162536	2	15	0	0	52.7817
0.162536	2	16	0	0	12.8905
0.162536	2	17	0	0	15.4876
0.162536	2	18	0	0	18.4815
0.162536	2	19	0	0	36.3042
0.162536	2	20	0	0	-4.05045
0.162536	2	7	0	0	29.1533
0.162536	2	6	0	0	43.078
0.162536	2	5	0	0	24.9194
0.162536	2	4	0	0	30.4839
0.162536	2	3	0	0	22.8898
0.162536	2	2	0	0	22.7272
0.162536	2	1	0	0	35.2142
0.165036	2	8	0	0	16.9309
0.165036	2	9	0	0	6.09893
0.165036	2	10	0	0	10.227
0.165036	2	11	0	0	30.9432
0.165036	2	12	0	0	27.4495
0.165036	2	13	0	0	32.5291
0.165036	2	14	0	0	33.8275
0.165036	2	15	0	0	52.7817
0.165036	2	16	0	0	12.8905
0.165036	2	17	0	0	15.4876
0.165036	2	18	0	0	18.4815
0.165036	2	19	0	0	36.3042
0.165036	2	20	0	0	-4.05045
0.165036	2	7	0	0	29.1533
0.165036	2	6	0	0	43.078
0.165036	2	5	0	0	24.9194
0.165036	2	4	0	0	30.4839
0.165036	2	3	0	0	22.8898
0.165036	2	2	0	0	22.7272
0.165036	2	1	0	0	35.2142
0.170036	2	8	0	0	16.9309
0.170036	2	9	0	0	6.09893
0.170036	2	10	0	0	10.227
0.170036	2	11	0	0	30.9432
0.170036	2	12	0	0	27.4495
0.170036	2	13	0	0	32.5291
0.170036	2	14	0	0	33.8275
